Satisfaction Score,Online Security,Contract,Senior Citizen,Number of Referrals,Dependents,Tenure in Months,Internet Service,Paperless Billing,Total Extra Data Charges,Payment Method,Referred a Friend,Streaming Music,Streaming Movies,Monthly Charge,Total Revenue,Device Protection Plan
5,0,2,0,8,1,55,0,0,0,1,1,0,0,19.4,2609.25,0
4,0,2,0,3,1,72,0,0,0,1,1,0,0,24.75,5292.78,0
1,0,0,0,0,0,1,1,1,0,2,0,0,0,25.1,25.1,0
1,0,0,0,0,0,1,1,1,0,0,0,0,0,25.15,25.15,0
3,1,2,0,4,0,68,1,1,0,1,1,1,1,92.2,9002.69,1
4,1,2,0,2,1,71,1,0,0,1,1,1,1,113.65,8473.52,1
4,0,2,1,10,0,65,1,1,0,1,1,1,1,105.85,9097.35,1
3,0,0,0,0,0,1,0,1,0,0,0,0,0,19.65,33.5,0
3,1,2,0,2,0,61,1,1,0,1,1,1,1,81.05,5988.389999999999,0
5,0,1,0,2,1,58,1,1,0,0,1,1,1,105.05,7966.41,1
5,0,0,1,0,0,9,1,1,0,0,0,0,0,90.1,1176.8,1
5,0,1,0,0,0,38,0,0,0,2,0,0,0,19.3,1995.44,0
5,0,0,0,1,1,21,1,1,0,0,1,0,0,26.05,565.75,0
3,0,2,0,0,0,72,1,1,60,1,0,1,1,107.5,8595.539999999999,1
4,0,2,0,0,0,64,1,0,0,1,0,1,1,86.55,6553.51,1
4,1,2,0,6,0,43,1,0,0,1,1,1,1,86.45,4480.94,0
4,1,2,0,0,0,68,1,0,30,1,0,1,1,110.25,10629.11,0
4,0,0,0,0,0,12,1,1,0,0,0,0,0,89.55,1422.07,1
3,0,0,1,0,0,6,1,0,0,1,0,0,0,44.7,394.94,0
2,0,1,0,0,0,11,1,1,0,0,0,0,0,41.6,470.6,1
3,0,0,0,1,1,14,1,1,0,0,1,0,0,84.8,1576.02,0
3,0,0,0,6,0,14,1,0,0,1,1,0,0,50.2,725.5500000000001,1
4,1,0,0,0,0,2,1,1,0,0,0,0,0,80.45,207.92,1
3,0,2,0,6,1,68,1,1,0,1,1,1,1,103.75,8133.57,0
5,0,0,1,1,0,16,1,1,0,0,1,1,1,91.55,1787.09,1
4,0,2,0,0,0,69,0,0,0,1,0,0,0,19.95,1894.77,0
5,0,1,0,0,1,34,1,0,0,0,0,1,1,77.2,2937.0600000000004,1
1,0,0,1,3,0,24,1,1,0,0,1,1,1,104.25,3628.1400000000003,1
3,0,2,1,1,0,66,1,1,0,0,1,0,1,80.55,6697.3,1
3,1,2,1,5,0,22,1,1,0,1,1,0,0,63.55,1760.6399999999999,0
1,0,0,1,1,0,27,1,1,0,0,1,0,0,75.5,2180.15,0
2,0,0,0,4,0,44,1,1,0,0,1,1,1,96.1,4858.660000000001,0
4,1,2,0,0,0,72,1,0,0,0,0,1,1,64.45,4528.0,1
5,0,0,0,0,0,1,1,0,10,0,0,0,0,54.3,98.32,0
3,1,1,0,8,0,67,1,1,0,1,1,1,1,100.9,8837.619999999999,0
5,0,2,0,9,1,49,1,0,0,0,1,1,1,79.3,4715.85,0
4,0,1,0,3,0,25,0,1,0,0,1,0,0,20.95,1122.15,0
1,0,0,1,0,0,1,1,1,0,0,0,0,0,25.2,25.2,0
3,0,0,0,0,0,16,1,1,0,1,0,0,0,74.55,1783.62,0
1,1,0,0,1,1,1,1,0,0,0,1,0,0,30.5,30.5,0
3,0,2,0,0,0,17,0,0,0,1,0,0,0,19.4,869.24,0
4,0,2,1,0,0,8,1,1,0,0,0,0,0,69.7,907.6500000000001,0
3,1,0,0,2,0,4,1,1,0,0,1,0,0,29.05,129.6,0
2,0,1,0,1,0,45,1,1,0,1,1,0,0,54.15,4211.6,0
4,0,2,1,0,0,39,1,0,0,0,0,1,1,90.7,4195.59,0
3,0,0,1,3,1,59,1,1,0,1,1,0,1,88.75,6301.5,1
3,1,1,0,0,0,9,1,0,0,1,0,0,0,39.55,373.0,1
4,1,1,0,1,1,67,1,0,0,1,1,0,0,60.05,4431.56,0
2,0,1,0,1,0,9,1,0,0,0,1,0,0,24.1,259.8,0
5,0,2,0,1,1,24,0,0,0,1,1,0,0,24.2,785.93,0
3,0,2,0,1,1,46,0,1,0,1,1,0,0,20.2,3029.7700000000004,0
4,0,0,0,4,1,2,1,0,0,0,1,0,0,29.05,44.75,0
1,0,0,0,0,0,12,1,1,0,0,0,1,1,96.05,1684.62,0
4,0,2,1,0,0,9,1,0,0,2,0,0,0,49.2,511.89,0
4,1,0,0,0,0,54,1,1,0,1,0,0,0,69.9,5374.780000000001,0
5,0,1,1,9,1,32,1,1,0,1,1,0,0,91.35,3052.9300000000003,1
4,0,0,0,0,0,2,1,1,0,0,0,0,0,70.3,147.14,0
3,0,1,0,1,1,5,0,0,0,0,1,0,0,20.55,305.5,0
5,0,2,0,6,1,71,1,0,0,0,1,0,0,76.05,6103.849999999999,1
3,0,0,0,0,0,1,0,1,0,1,0,0,0,19.9,27.659999999999997,0
3,0,2,0,1,1,27,0,0,0,0,1,0,0,24.5,1720.9900000000002,0
2,0,0,0,0,0,37,1,0,0,1,0,0,0,28.6,973.55,0
1,0,0,0,0,0,55,1,1,0,0,0,1,1,96.8,7889.85,0
4,1,0,0,4,0,12,1,0,0,0,1,0,0,54.2,978.38,0
4,0,2,0,0,1,66,1,1,0,1,0,1,1,79.5,6019.780000000001,1
5,0,2,0,0,0,54,0,1,0,1,0,0,0,20.5,1620.52,0
1,0,0,0,1,0,1,1,1,0,1,1,0,0,69.1,85.64999999999999,0
3,1,1,0,0,0,56,1,1,0,0,0,0,0,64.65,6371.47,0
3,0,0,0,7,1,47,1,0,0,0,1,0,0,87.2,4068.68,0
4,1,2,0,0,1,24,1,0,0,0,0,0,0,64.35,2675.61,1
5,0,0,0,0,0,1,0,0,0,1,0,0,0,19.3,35.66,0
5,0,0,0,0,0,18,1,0,0,0,0,0,0,77.8,1687.58,1
5,0,0,0,9,1,62,1,1,0,1,1,1,1,70.45,6565.93,0
4,1,1,1,3,0,67,1,1,0,1,1,0,1,105.4,7214.490000000001,1
1,0,0,0,0,0,3,1,0,0,0,0,0,0,25.25,58.9,0
3,1,2,1,1,0,72,1,1,0,0,1,0,1,114.65,8664.43,1
3,1,1,1,0,0,44,1,1,0,1,0,0,1,109.8,7049.35,1
2,0,0,0,0,0,2,1,0,0,0,0,1,1,76.4,244.08,1
1,0,0,0,0,0,1,1,1,0,0,0,1,0,69.6,115.81,0
3,1,1,0,3,0,23,1,1,0,0,1,1,1,68.75,2411.42,1
3,1,1,0,0,0,27,1,1,0,1,0,1,1,101.9,3221.69,0
5,0,2,1,4,0,6,1,1,30,0,1,0,0,80.8,588.32,1
3,0,1,1,0,0,50,1,1,0,0,0,0,1,106.8,5877.95,0
4,0,0,0,0,0,22,1,1,0,1,0,1,1,93.2,3180.3,0
4,0,1,0,7,1,53,1,1,0,1,1,1,1,78.75,5631.03,1
3,1,2,0,3,0,33,1,1,0,1,1,0,0,61.05,2542.77,0
1,1,0,0,0,0,41,1,1,0,0,0,1,1,114.5,5411.41,1
4,0,1,0,0,0,26,1,0,0,0,0,0,0,75.5,3048.48,0
2,0,0,0,0,0,4,1,0,80,0,0,1,1,54.3,435.9,0
4,0,0,0,2,1,12,1,1,0,1,1,0,0,58.35,836.1899999999999,1
4,1,1,0,9,1,58,1,0,0,2,1,0,0,50.0,2919.85,1
4,1,2,0,2,0,71,1,0,0,0,1,1,1,90.55,8433.18,1
4,0,0,0,0,0,14,1,1,0,1,0,0,0,55.5,1026.27,0
4,0,0,0,9,1,63,1,1,40,1,1,0,0,80.3,6125.79,1
3,1,1,0,0,1,49,1,1,0,1,0,1,1,109.2,5523.69,1
5,0,1,0,10,0,58,1,0,0,1,1,0,0,50.3,3933.78,1
4,1,0,0,0,1,33,1,1,0,0,0,1,1,95.3,3617.03,1
4,0,1,0,0,0,17,0,0,0,0,0,0,0,19.9,758.69,0
5,0,0,1,3,0,3,1,1,30,0,1,0,0,74.6,387.58000000000004,0
3,1,2,0,8,1,72,1,1,0,0,1,0,0,95.1,8192.43,0
4,1,2,0,0,0,46,1,0,0,2,0,1,1,79.2,5747.98,1
3,0,1,0,8,0,39,1,1,0,1,1,0,0,25.25,947.75,0
3,0,0,0,0,0,33,1,1,0,0,0,0,0,54.65,1860.23,0
5,0,2,0,9,1,62,0,0,0,1,1,0,0,20.65,1909.75,0
3,1,2,1,1,0,72,1,1,0,1,1,1,1,88.05,7900.209999999999,1
2,0,0,0,0,0,6,1,1,0,0,0,1,1,93.55,799.1999999999999,0
4,0,2,0,0,0,59,0,1,0,0,0,0,0,20.2,3975.33,0
3,0,2,0,2,0,57,1,0,0,0,1,1,1,107.95,6926.31,1
3,0,2,1,7,0,72,1,1,0,1,1,1,1,73.45,6139.72,1
3,1,2,0,2,0,71,1,0,0,0,1,1,0,65.15,7561.780000000001,0
1,0,0,0,0,0,15,0,0,0,0,0,0,0,19.4,786.4000000000001,0
4,1,0,1,9,0,15,1,1,0,0,1,0,0,96.5,1734.7,1
3,0,0,0,0,0,4,1,1,0,0,0,1,0,29.65,118.5,1
1,0,0,0,0,0,8,1,1,0,0,0,0,0,87.05,1126.8200000000002,0
5,0,0,0,0,0,13,1,1,0,1,0,1,0,50.55,1052.1,0
4,0,1,1,0,0,51,0,0,0,0,0,0,0,25.0,1419.31,0
3,0,0,0,0,0,5,1,1,0,0,0,1,0,90.8,462.95,0
1,0,0,0,0,1,5,1,1,0,0,0,0,0,69.7,379.9,0
3,0,0,1,0,0,1,1,1,0,0,0,0,0,79.2,99.26,0
4,1,1,1,0,0,22,1,0,0,0,0,0,0,81.7,2306.48,0
2,0,0,0,0,0,13,1,1,80,0,0,1,1,91.1,1286.29,0
5,0,2,0,9,1,24,0,1,0,1,1,0,0,21.1,985.05,0
3,1,0,0,5,1,23,1,0,0,2,1,0,0,84.4,2563.37,0
5,0,0,0,0,0,27,0,1,0,0,0,0,0,19.4,1087.62,0
4,0,0,0,0,0,10,1,0,0,1,0,0,0,46.0,627.2,0
4,1,2,0,5,1,71,1,0,0,0,1,1,1,114.6,8448.86,1
4,0,1,0,3,0,61,0,1,0,1,1,0,0,20.55,2427.4700000000003,0
5,0,2,0,2,0,68,0,1,0,1,1,0,0,24.95,3426.42,0
2,0,0,1,0,0,25,1,1,0,0,0,0,0,88.95,3482.7,0
3,0,1,0,1,1,54,0,1,0,0,1,0,0,24.75,2901.13,0
1,0,0,0,0,0,1,1,0,0,2,0,0,0,44.4,76.84,0
5,0,0,0,0,0,10,1,0,0,1,0,0,0,45.25,419.3,0
3,1,2,0,0,0,71,1,1,0,1,0,1,1,113.15,10009.7,1
3,1,2,0,1,0,72,1,1,0,1,1,1,1,84.4,6474.45,1
4,0,2,0,4,1,62,1,1,0,1,1,0,0,89.1,7752.15,1
3,1,0,0,0,0,27,1,0,150,1,0,0,0,50.35,2061.12,0
2,0,0,0,0,0,10,1,0,0,0,0,1,1,95.2,1286.7,0
2,1,1,0,1,0,70,1,1,0,0,1,1,1,109.5,10308.75,1
4,1,2,0,0,0,64,1,0,0,1,0,1,1,99.25,8888.01,1
3,0,0,0,1,1,1,0,1,0,0,1,0,0,19.9,27.39,0
4,0,0,0,2,0,35,1,1,90,1,1,0,0,91.5,4120.3099999999995,0
3,0,1,0,6,0,46,0,1,0,0,1,0,0,20.2,1062.72,0
3,1,1,0,0,0,15,1,0,0,1,0,1,0,65.6,1311.65,1
5,0,2,1,0,0,57,1,1,90,0,0,0,1,104.9,7833.1,0
3,0,0,0,1,1,4,1,1,0,0,1,0,0,50.9,259.92,0
3,0,0,0,1,0,19,1,0,80,1,1,1,1,89.65,2253.54,1
4,0,1,1,1,1,10,1,1,0,0,1,0,1,34.55,362.6,0
1,1,0,0,0,0,2,1,1,0,0,0,1,1,70.75,200.76,0
3,1,2,0,4,1,71,1,1,0,1,1,0,0,99.0,8178.48,1
3,1,2,0,9,1,68,1,1,0,0,1,1,1,99.55,9303.0,0
4,0,1,0,0,0,53,1,1,0,1,0,1,1,94.45,6838.39,1
3,0,0,0,0,0,18,1,0,0,1,0,0,0,25.15,476.8,0
4,1,1,0,0,0,30,1,0,0,0,0,0,0,90.4,3036.35,1
1,0,0,1,0,0,1,1,1,0,0,0,0,0,74.7,86.04,0
3,1,0,0,6,1,49,1,0,0,0,1,0,0,61.75,4753.360000000001,1
4,0,2,0,0,1,61,0,1,0,1,0,0,0,25.0,3453.3999999999996,0
1,0,0,0,1,0,14,1,1,120,1,1,1,1,89.65,1435.03,0
3,0,1,0,0,0,26,1,1,0,1,0,0,0,51.55,1936.8200000000002,0
5,0,1,1,8,1,11,1,1,0,1,1,0,0,75.2,1090.34,0
5,0,1,0,5,1,10,0,1,0,1,1,0,0,19.7,659.8399999999999,0
3,0,0,0,0,0,3,1,1,0,2,0,0,0,40.15,130.75,1
5,0,0,0,4,0,45,1,0,0,0,1,0,0,81.4,3847.4,0
4,1,2,0,5,0,66,1,0,70,0,1,0,0,66.9,7370.65,1
5,0,2,0,0,0,19,0,0,0,1,0,0,0,19.65,1017.0699999999999,0
5,0,1,0,0,0,29,1,1,0,1,0,1,1,71.0,3280.12,0
4,0,1,0,0,0,25,0,1,0,0,0,0,0,19.5,605.8,0
1,0,0,0,1,0,15,1,0,0,0,1,1,1,88.15,1574.6499999999999,0
3,0,0,0,0,0,3,1,0,0,0,0,0,0,74.5,238.35999999999999,0
4,0,2,0,9,1,66,1,0,110,0,1,1,1,50.55,3474.55,0
2,0,0,0,0,0,5,1,1,0,0,0,0,0,81.3,541.85,0
1,0,0,0,0,0,9,0,0,0,1,0,0,0,20.25,258.69,0
3,0,0,0,0,0,21,1,1,0,0,0,1,1,97.35,2309.76,0
4,1,0,0,0,0,7,1,1,0,0,0,1,1,78.5,594.43,0
4,0,0,0,0,0,41,1,1,0,0,0,0,0,55.7,2508.15,1
3,0,1,0,4,1,35,0,0,0,0,1,0,0,20.05,2182.45,0
4,0,0,1,8,0,28,0,0,0,2,1,0,0,25.7,1450.56,0
4,0,1,0,0,0,22,0,0,0,1,0,0,0,20.3,973.81,0
3,0,2,0,6,1,39,0,0,0,1,1,0,0,19.75,1378.44,0
4,1,2,0,5,1,48,1,0,130,1,1,0,0,39.4,2108.65,0
1,1,0,1,0,0,21,1,1,0,0,0,0,0,41.9,840.1,0
2,0,0,0,0,0,5,1,1,10,1,0,0,0,81.0,500.6,0
3,1,2,0,0,0,72,1,1,0,0,0,0,0,101.3,7423.25,1
3,1,2,0,9,1,72,1,0,0,0,1,1,1,111.95,9766.86,1
5,0,1,0,5,0,8,0,0,0,1,1,0,0,19.9,541.0699999999999,0
2,0,0,0,1,0,33,1,0,0,1,1,1,1,86.15,3218.9199999999996,0
2,0,0,1,0,0,9,1,1,0,0,0,0,0,80.85,1141.71,0
3,1,2,1,5,0,72,1,1,120,0,1,1,1,116.05,10063.539999999999,1
2,0,1,0,1,0,48,1,1,0,2,1,1,1,82.05,5179.549999999999,0
3,0,2,0,0,0,69,1,1,0,1,0,0,0,97.65,10148.7,1
1,0,0,1,1,0,70,1,1,0,0,1,0,1,102.95,8307.76,1
1,0,0,1,0,0,25,1,1,0,0,0,0,0,89.5,2657.65,0
2,0,0,1,0,0,49,1,1,0,0,0,0,1,96.2,6303.889999999999,0
3,0,2,1,0,0,38,0,0,0,2,0,0,0,20.2,891.3199999999999,0
3,0,2,0,0,0,34,0,0,0,0,0,0,0,26.1,1676.33,0
3,0,2,0,2,1,72,0,0,0,1,1,0,0,26.1,4293.6900000000005,0
4,1,2,1,0,0,72,1,1,0,1,0,1,1,117.35,9511.93,1
3,1,0,0,10,1,50,1,1,0,1,1,0,0,39.45,2021.35,0
5,0,1,0,0,0,37,0,0,0,1,0,0,0,20.15,2057.4399999999996,0
3,1,2,0,2,1,66,1,0,80,0,1,1,1,109.25,8489.76,1
2,0,0,0,0,0,13,1,1,0,2,0,1,0,75.0,1077.8400000000001,0
4,0,0,0,0,0,1,0,0,0,1,0,0,0,20.45,50.54,0
3,0,0,0,0,1,4,0,0,0,1,0,0,0,20.4,217.66,0
1,0,0,1,0,0,12,1,1,0,0,0,0,1,43.65,526.95,1
3,1,2,0,5,0,60,1,1,0,1,1,0,0,61.35,5099.4,0
4,0,0,0,0,1,22,1,1,0,1,0,0,0,89.1,2599.28,0
4,1,0,0,0,0,31,1,1,0,0,0,0,0,72.45,3434.38,1
4,0,1,0,3,1,33,0,0,0,1,1,0,0,24.15,856.7299999999999,0
3,0,0,0,0,0,13,1,1,0,0,0,0,0,31.65,389.95,0
1,0,0,1,0,0,1,0,0,0,1,0,0,0,20.05,39.92,0
5,0,1,1,0,0,51,1,1,0,0,0,0,0,79.6,5228.889999999999,0
4,0,0,0,0,1,1,0,0,0,1,0,0,0,24.0,56.95,0
5,0,1,0,0,0,36,0,1,0,1,0,0,0,20.35,1153.77,0
5,0,1,1,5,0,46,1,0,0,0,1,0,1,100.25,5741.01,0
4,1,1,0,7,1,24,1,1,0,1,1,0,0,56.25,1509.69,1
3,0,1,0,0,0,50,0,1,0,2,0,0,0,19.35,1897.5,0
4,0,2,0,6,1,67,1,1,0,0,1,1,1,111.2,10275.12,1
3,0,0,0,0,0,2,1,1,0,1,0,0,0,71.3,171.23,0
3,1,2,0,1,1,58,1,0,0,1,1,0,0,75.8,4582.21,1
4,0,2,0,0,0,62,1,1,0,1,0,1,1,43.6,2748.7,1
3,0,2,1,0,0,18,1,1,0,0,0,0,0,73.55,1494.63,0
3,0,0,1,1,0,17,1,1,0,1,1,0,1,100.45,2101.51,1
3,0,2,0,3,0,14,1,0,0,1,1,1,1,81.95,1254.13,1
4,0,0,0,0,1,1,1,1,0,0,0,0,0,49.85,92.4,1
4,1,0,0,0,0,11,1,1,0,0,0,0,0,79.5,888.93,1
3,1,1,0,7,0,69,1,1,0,1,1,0,0,53.65,4782.82,0
2,0,0,0,1,0,35,1,1,0,0,1,0,0,75.2,4272.65,0
4,0,2,0,3,1,72,0,0,0,0,1,0,0,24.3,3113.4900000000002,0
5,0,2,1,0,0,9,1,1,10,0,0,0,1,79.55,952.1999999999999,0
4,1,0,0,0,1,16,1,1,0,0,0,1,1,69.1,1307.54,0
4,0,1,0,2,1,58,1,1,0,1,1,1,1,105.2,8685.15,1
2,0,0,0,0,0,1,0,1,0,1,0,0,0,20.25,30.96,0
5,0,0,0,0,0,9,1,1,0,0,0,0,0,75.85,790.53,0
4,0,0,1,0,0,18,1,1,10,1,0,1,1,103.6,1839.2099999999998,0
1,0,0,0,0,0,1,1,1,0,0,0,0,0,74.7,96.61,0
1,0,0,0,0,0,4,1,1,40,0,0,1,1,88.95,588.48,0
3,0,0,0,0,0,2,1,1,0,0,0,0,0,74.75,231.92000000000002,0
3,1,2,0,0,1,14,1,0,0,0,0,1,1,76.1,1569.02,1
3,1,1,0,6,0,43,1,1,0,0,1,0,0,84.25,4192.85,1
5,1,1,0,8,1,68,1,1,0,0,1,1,1,78.45,5841.31,1
5,0,0,0,0,0,17,1,0,0,0,0,0,0,80.05,2109.9700000000003,1
3,0,0,0,0,0,1,1,1,0,0,0,0,0,70.85,97.89999999999999,0
1,0,0,0,0,0,3,1,1,0,1,0,0,0,54.7,178.08999999999997,0
1,0,0,0,1,0,1,1,0,0,0,1,0,0,30.2,30.2,0
1,0,0,1,0,0,10,1,1,0,0,0,0,1,79.25,868.65,0
3,1,1,1,2,0,42,1,1,0,0,1,1,1,105.2,6044.65,1
3,0,0,1,1,0,6,1,1,0,0,1,0,1,84.35,647.16,0
1,0,0,0,0,0,11,1,0,0,0,0,0,0,74.95,1093.1399999999999,0
3,0,0,0,0,0,1,1,1,10,0,0,0,0,49.3,74.27,0
4,0,2,0,1,1,51,0,0,0,1,1,0,0,19.55,2563.71,0
4,0,1,0,0,0,70,0,0,0,0,0,0,0,19.7,2041.5,0
3,1,1,0,0,0,29,1,1,50,0,0,0,0,58.75,1978.2,0
3,0,1,0,1,0,1,0,0,0,2,1,0,0,19.65,43.06,0
3,0,0,0,0,0,7,0,0,0,0,0,0,0,20.0,249.88,0
5,0,2,0,1,0,72,0,0,0,1,1,0,0,25.75,4747.08,0
4,0,2,0,0,0,22,0,0,0,1,0,0,0,25.25,671.88,0
4,0,0,0,0,0,21,1,1,0,0,0,1,1,84.1,2767.5,0
2,0,0,0,0,0,1,1,0,0,1,0,1,1,95.65,127.98,0
5,0,1,0,0,0,13,1,1,0,1,0,0,0,74.65,1520.31,0
5,0,1,1,0,0,20,1,0,0,0,0,0,0,80.7,2044.0,0
2,0,0,0,0,1,4,1,1,0,0,0,0,0,70.15,364.26,0
4,0,0,0,2,0,3,1,1,0,2,1,0,0,46.1,138.13,0
1,0,0,0,0,0,1,1,0,0,0,0,0,0,75.8,90.28,0
4,0,2,0,8,0,72,0,0,0,0,1,0,0,24.55,2397.26,0
4,0,0,0,0,0,1,1,0,0,1,0,0,0,55.05,69.7,1
5,0,2,0,0,1,27,0,1,0,1,0,0,0,25.85,860.0999999999999,0
4,0,0,0,7,0,4,1,0,0,0,1,0,0,65.6,290.62,1
5,0,0,1,0,0,6,1,1,0,0,0,1,1,44.4,263.05,0
4,0,2,1,0,0,7,1,1,0,1,0,0,0,51.3,496.42,0
2,0,1,1,0,0,46,1,0,0,1,0,0,1,95.25,4706.18,0
5,0,2,0,4,1,63,1,1,0,0,1,1,1,104.8,9163.24,1
4,1,1,0,0,0,34,1,1,0,0,0,1,1,79.95,2908.1800000000003,1
3,1,0,0,0,0,59,1,1,30,0,0,1,1,99.45,7979.48,1
2,0,0,0,0,0,1,1,1,0,0,0,1,1,79.6,101.32,0
1,0,0,0,1,1,1,0,0,0,0,1,0,0,19.95,27.979999999999997,0
5,0,2,0,0,0,53,0,0,0,1,0,0,0,19.5,2331.51,0
3,0,2,0,8,1,6,0,0,0,2,1,0,0,25.4,343.68,0
1,0,0,0,0,1,54,1,1,0,1,0,0,0,55.0,3454.4500000000003,0
3,1,2,0,7,1,72,1,0,0,0,1,0,0,68.4,6004.47,0
3,1,0,0,0,0,32,1,1,0,1,0,1,1,93.4,4461.860000000001,1
3,1,1,0,7,1,69,1,0,40,0,1,0,0,84.45,8574.08,1
1,0,0,0,1,0,2,1,0,0,0,1,0,0,70.4,239.61,0
1,0,0,0,0,0,10,1,1,0,0,0,1,0,45.55,747.0,0
3,1,0,0,0,0,6,1,0,10,1,0,1,1,78.65,772.84,1
3,1,0,0,6,1,66,1,1,0,0,1,0,0,67.45,5998.179999999999,1
4,0,0,0,0,0,3,0,0,0,1,0,0,0,24.6,165.33999999999997,0
3,0,1,0,5,1,69,0,1,0,1,1,0,0,20.35,3062.08,0
3,1,2,0,1,0,43,1,1,0,1,1,1,1,79.15,5333.04,1
4,1,2,0,5,0,55,1,0,0,1,1,0,0,56.8,3241.8500000000004,0
1,0,0,0,0,0,1,1,0,0,0,0,1,1,80.5,116.27000000000001,0
4,0,2,0,0,0,39,1,1,0,0,0,0,0,49.8,2124.42,0
3,0,2,0,6,1,70,0,0,0,1,1,0,0,25.35,2447.3500000000004,0
4,1,2,0,1,0,63,1,0,0,1,1,1,1,83.5,6282.35,1
3,1,0,0,1,1,3,1,0,0,0,1,0,0,89.85,348.3,0
3,0,1,0,1,0,28,1,1,0,0,1,1,1,90.1,3111.6299999999997,0
1,0,0,1,0,0,19,1,1,0,1,0,1,1,95.9,2400.53,1
1,0,0,0,0,0,1,1,0,0,0,0,0,0,76.0,111.00999999999999,0
1,0,0,0,1,0,25,1,1,0,0,1,1,1,89.1,2949.4,1
3,0,0,0,0,0,51,1,0,0,1,0,0,0,80.0,4528.97,1
4,0,1,0,7,1,50,1,0,0,1,1,1,1,103.05,7527.5,1
5,0,1,0,6,0,59,0,0,0,1,1,0,0,20.35,3121.37,0
5,0,1,1,10,1,61,1,0,0,0,1,1,1,99.0,6223.24,0
4,0,2,0,0,0,47,0,0,0,0,0,0,0,20.45,1253.67,0
1,0,0,0,0,0,25,1,1,0,0,0,1,1,94.7,3234.1,0
2,0,0,0,0,0,1,1,0,0,0,0,0,0,69.75,97.72,0
3,0,1,0,2,0,25,0,1,0,0,1,0,0,20.2,770.15,0
4,0,1,0,10,1,22,1,1,0,1,1,1,1,100.05,2289.35,1
2,0,0,0,1,0,11,1,1,0,0,1,0,0,74.35,934.74,0
1,1,1,0,0,0,35,1,1,0,1,0,1,1,85.95,3418.1,1
3,0,1,0,7,0,36,0,0,0,2,1,0,0,20.0,1450.47,0
3,1,1,0,1,0,44,1,1,0,0,1,0,0,59.85,3378.79,0
4,0,2,1,8,0,14,1,1,0,0,1,0,0,75.1,1649.79,0
3,1,2,1,0,0,45,1,1,0,0,0,0,0,97.05,4955.2,0
3,0,2,0,1,0,61,0,0,0,1,1,0,0,20.25,1940.9899999999998,0
5,0,2,0,10,1,10,0,0,0,1,1,0,0,26.1,411.25,0
1,0,0,0,0,0,1,1,1,0,0,0,0,0,69.85,81.97999999999999,0
3,1,0,0,1,0,13,1,1,0,0,1,1,1,65.85,1088.41,0
3,1,1,0,5,0,23,1,1,0,1,1,0,0,57.75,1579.09,0
4,0,1,0,1,1,68,1,1,0,0,1,0,0,83.65,6770.33,0
4,0,0,0,9,0,54,1,0,0,0,1,0,0,30.4,1621.35,0
3,0,0,0,0,0,3,1,1,0,0,0,1,1,107.95,356.58000000000004,1
3,1,0,1,0,0,50,1,1,100,0,0,0,0,70.35,4816.1,0
4,1,2,0,7,0,64,1,1,0,0,1,1,1,99.0,8674.68,1
3,1,1,0,0,0,39,1,1,70,0,0,0,0,47.85,2944.27,0
3,0,1,0,0,0,16,0,1,0,0,0,0,0,19.3,1065.15,0
3,0,2,0,0,1,12,0,1,0,0,0,0,0,24.0,583.69,0
3,1,0,0,3,1,32,1,0,0,0,1,0,0,61.4,3357.77,0
5,0,0,0,0,0,12,1,1,0,0,0,1,1,79.95,1524.1200000000001,0
3,0,0,0,0,0,3,0,1,0,1,0,0,0,19.1,102.00999999999999,0
1,1,0,0,1,1,35,1,0,0,0,1,0,0,72.25,3453.0,1
5,0,2,0,0,0,20,0,0,0,1,0,0,0,19.7,724.3499999999999,0
1,0,0,0,0,0,1,0,1,0,2,0,0,0,20.2,33.47,0
3,1,0,0,0,0,48,1,1,0,0,0,1,1,95.4,4644.5,0
3,1,1,0,1,0,51,1,1,0,0,1,1,1,76.4,5580.96,0
1,0,1,0,5,0,53,1,1,0,0,1,1,1,94.85,7134.509999999999,1
2,0,0,0,1,0,40,1,1,0,0,1,0,0,84.85,3384.25,1
1,0,0,1,0,0,4,1,1,0,0,0,0,0,74.9,426.67,0
2,0,0,1,1,0,57,1,1,0,0,1,1,1,44.85,2560.8799999999997,0
1,0,0,0,1,1,4,1,0,0,1,1,0,0,50.85,291.07,0
5,0,2,0,5,1,66,0,1,0,1,1,0,0,25.3,4216.65,0
4,0,2,0,0,0,21,0,0,0,2,0,0,0,19.6,743.41,0
3,1,2,0,9,0,72,1,1,0,1,1,1,1,90.25,7155.69,1
1,0,0,1,0,0,10,1,0,0,0,0,0,1,85.55,911.85,0
5,0,0,0,0,0,9,1,1,0,0,0,0,0,76.25,997.6,0
3,1,2,0,1,0,72,1,0,0,1,1,0,0,64.45,7072.24,1
5,0,0,0,0,0,3,1,0,0,0,0,0,0,64.6,297.16999999999996,0
4,0,0,0,0,0,9,1,0,20,0,0,1,1,40.75,379.4,0
3,0,0,0,0,1,19,1,0,0,1,0,0,0,48.8,1030.22,0
3,0,2,0,3,0,71,0,0,0,0,1,0,0,24.75,4118.13,0
3,1,2,0,6,1,62,1,0,120,0,1,0,0,48.7,3128.55,0
3,1,2,1,4,0,72,1,1,0,1,1,0,1,89.55,6864.29,1
3,0,0,0,0,0,27,1,1,0,0,0,0,0,76.1,3134.3500000000004,0
